5,53,10
8,16,11
6,9,36
4,73,12
5,4,33
9,54,17
4,6,23
1,55,20
4,14,17
5,1,13
8,27,12
2,41,13
3,72,13
6,14,24
1,79,13
6,57,36
7,31,33
4,12,39
6,57,19
4,27,39
5,24,24
4,30,27
7,70,37
7,32,39
3,30,30
7,55,19
7,6,29
8,10,27
6,89,29
9,55,27
5,68,31
4,77,19
6,21,28
1,63,11
2,28,22
1,53,15
1,5,30
6,51,24
1,11,27
1,79,18
4,6,37
9,13,17
8,79,38
8,65,10
7,2,13
4,90,23
8,66,14
7,3,34
7,30,22
4,6,18
9,56,28
3,1,35
1,10,33
7,59,31
6,76,26
5,6,11
7,52,31
4,67,34
7,42,15
8,8,14
3,14,30
7,23,15
1,61,15
3,36,13
6,17,12
5,59,25
9,13,21
9,88,29
1,76,33
4,51,39
7,26,35
8,6,30
8,84,34
9,2,21
4,4,37
1,8,25
8,6,18
8,9,17
6,32,30
4,81,27
1,61,37
1,82,33
9,9,21
1,48,27
4,24,33
9,69,31
2,84,20
1,52,13
8,88,39
8,31,29
1,84,30
4,27,12
3,53,33
6,6,38
1,29,35
7,24,28
3,66,35
1,24,34
2,32,27
2,25,26
9,61,14
7,20,24
5,43,33
3,44,28
9,28,14
5,90,33
8,41,12
3,45,28
6,71,39
9,65,29
3,76,19
6,79,36
8,7,31
4,22,24
7,20,24
7,84,30
3,75,16
9,31,11
1,72,11
7,83,13
3,15,22
9,57,10
3,11,34
3,82,30
7,3,26
5,86,20
9,4,22
7,26,34
2,87,29
8,10,24
1,61,26
8,45,25
2,85,35
4,32,39
2,17,39
3,82,11
8,12,14
7,72,32
5,60,30
1,56,29
3,43,10
8,9,36
6,2,19
9,30,18
5,74,33
8,11,29
8,69,12
5,1,15
6,18,19
2,88,31
7,9,12
9,89,20
8,73,18
1,90,21
5,49,16
5,2,29
7,39,34
5,60,10
5,39,13
4,41,38
7,69,28
8,60,21
9,84,23
4,34,16
7,73,21
6,41,16
6,6,22
2,67,32
3,9,18
4,37,24
9,32,30
9,21,21
8,2,15
2,31,34
6,5,29
3,63,13
7,63,26
4,89,34
4,77,11
8,1,31
7,65,34
2,69,39
9,88,25
8,59,14
7,1,21
1,66,24
7,10,27
6,2,14
1,14,30
3,4,28
2,76,31
2,3,14
1,31,15
6,48,27
2,90,27
2,47,24
6,60,33
4,77,39
6,52,15
2,31,35
7,3,38
3,38,14
5,43,20
2,61,25
7,15,24
9,57,38
9,25,14
2,61,17
5,32,20
1,59,11
8,2,30
2,71,15
8,11,29
4,78,21
3,1,14
4,68,10
4,7,27
3,48,33
6,2,27
9,50,34
1,51,24
8,69,34
7,21,16
4,58,31
8,90,16
2,8,32
8,41,39
1,76,37
2,9,27
5,84,18
4,13,19
8,1,37
5,4,12
9,17,14
4,1,24
4,6,39
6,19,21
7,84,20
8,46,19
5,24,25
3,82,19
6,55,28
3,81,30
4,28,14
2,33,23
3,63,38
6,28,14
4,44,30
7,6,13
3,66,10
5,9,35
3,74,30
5,69,24
5,21,34
9,6,10
7,65,16
9,29,19
8,68,23
6,46,39
3,82,36
1,58,23
7,52,22
5,31,11
9,18,24
7,46,17
3,82,13
5,43,39
3,84,34
8,34,18
4,2,12
9,46,34
8,77,15
4,81,19
2,35,28
3,87,14
2,89,30
3,22,21
6,51,22
4,61,36
8,68,31
6,72,30
9,38,24
1,39,12
2,41,17
2,37,38
1,2,26
5,87,24
9,61,35
7,33,33
5,86,12
6,82,23
5,6,30
5,52,12
7,43,21
3,82,37
9,36,35
5,54,20
5,3,27
3,74,38
6,87,26
2,65,25
2,73,38
7,69,17
8,90,36
8,60,28
3,20,10
5,38,12
7,54,14
1,55,27
9,48,20
8,80,18
6,7,18
2,2,11
1,13,27
6,26,38
7,4,33
3,2,28
9,7,16
2,1,19
9,83,25
5,18,31
3,17,16
5,67,29
2,18,34
4,17,30
1,39,11
6,2,17
3,90,30
3,64,31
3,11,23
2,6,20
5,68,39
6,39,28
6,74,26
8,52,21
3,8,11
7,16,19
6,4,10
8,56,38
1,60,33
6,19,21
1,36,27
2,64,20
4,49,21
2,1,36
4,71,14
2,5,26
2,17,19
2,65,36
5,74,18
8,65,38
7,18,34
1,27,14
6,36,20
7,31,13
2,89,23
5,9,13
3,58,28
6,15,16
7,11,12
5,45,14
5,3,37
8,58,19
2,6,17
6,25,27
9,3,17
5,21,29
9,10,18
5,49,15
5,69,35
3,3,36
7,77,28
3,1,12
1,44,13
6,48,13
4,66,31
4,70,13
9,15,15
6,20,27
3,31,17
7,6,12
1,41,39
2,5,13
7,6,14
6,77,33
6,88,10
7,4,25
4,12,11
4,63,11
7,37,24
3,2,23
8,47,22
5,7,15
9,38,14
9,8,24
7,73,38
6,50,30
5,61,19
7,25,11
9,6,25
7,50,21
7,80,15
1,53,34
1,15,10
8,23,26
6,44,34
8,62,37
4,87,38
1,8,21
7,47,17
5,59,31
9,55,13
8,20,24
8,53,39
2,32,29
2,43,36
3,11,37
7,9,16
9,64,11
7,9,19
5,88,39
7,51,29
8,69,15
6,70,29
5,19,11
4,4,39
1,8,10
8,73,23
8,80,34
5,2,21
8,73,16
4,43,13
4,51,24
4,33,18
6,17,32
6,86,14
3,54,39
5,19,38
9,21,10
8,1,17
5,36,11
5,3,34
6,46,32
6,49,28
7,88,36
9,12,11
5,82,27
8,42,26
8,42,17
6,63,32
1,58,11
6,31,22
8,36,12
3,4,25
3,46,28
1,37,26
9,8,25
8,68,11
8,38,35
2,40,10
1,71,32
8,36,20
7,5,37
2,59,14
7,77,36
9,18,26
8,78,17
4,73,33
8,68,15
4,67,37
5,1,36
9,79,30
4,51,18
1,78,25
4,49,31
7,73,31
3,69,10
1,2,38
5,15,11
2,38,26
1,77,22
6,9,22
6,10,21
4,23,23
3,83,28
7,64,13
2,19,34
6,23,32
7,63,11
4,34,27
2,2,25
4,21,26
1,2,36
5,8,18
7,48,13
2,5,25
4,88,11
4,28,20
2,8,20
3,24,16
8,70,19
9,4,10
8,2,22
6,1,16
9,17,12
1,54,18
1,40,23
5,28,10
1,40,11
5,18,20
8,15,31
1,51,16
2,3,21
3,69,11
3,79,24
5,63,15
5,58,29
2,42,10
3,34,21
6,25,29
8,45,27
8,54,13
7,54,33
5,32,32
4,27,20
5,86,35
1,45,36
4,2,33
1,43,35
1,15,10
3,76,38
4,63,28
5,76,23
6,53,35
6,12,27
4,10,12
9,29,17
8,65,32
8,67,19
8,13,25
4,60,32
1,89,35
6,90,10
6,54,11
6,8,26
6,25,28
5,7,17
7,39,21
1,10,21
2,52,14
3,57,35
6,57,16
8,49,33
7,89,14
3,4,10
6,57,22
3,75,33
4,1,21
1,89,18
6,56,22
1,31,37
4,90,37
7,88,21
2,47,23
5,86,13
6,40,32
2,11,13
2,33,29
4,16,21
3,86,23
8,86,24
9,33,35
5,38,25
1,19,13
6,40,23
2,6,33
2,9,17
3,86,33
2,69,23
9,44,16
1,3,27
7,8,34
9,82,30
2,57,17
4,4,10
2,5,36
6,8,11
1,21,38
8,21,19
9,83,12
8,39,10
9,50,38
4,44,12
8,62,10
4,46,29
6,71,16
6,14,28
3,5,35
4,72,20
9,78,26
7,69,30
2,55,10
7,3,20
2,63,36
2,8,10
6,30,10
3,85,11
7,23,13
6,10,28
7,59,19
9,85,34
1,41,27
6,72,23
6,2,14
9,24,11
5,13,16
4,70,16
2,88,37
6,15,18
2,83,24
7,2,16
8,4,19
9,49,37
5,45,31
1,1,32
8,10,27
8,6,23
7,31,26
1,27,23
8,73,18
3,21,36
9,70,19
4,49,30
4,8,15
6,57,23
9,11,11
4,43,20
9,2,25
4,42,34
1,2,37
6,7,14
5,10,20
6,79,30
3,5,25
5,29,15
4,3,10
6,90,23
2,67,16
9,2,37
7,12,15
2,35,29
6,71,32
8,73,27
4,47,24
4,26,18
6,69,11
8,90,37
3,2,21
9,32,12
2,28,34
3,3,28
5,71,21
8,11,18
6,25,29
6,47,25
6,76,22
1,88,26
1,3,36
5,29,37
6,83,22
3,45,22
5,30,24
5,57,16
1,66,22
7,20,14
1,9,28
3,46,14
7,38,26
3,46,13
8,81,12
9,60,24
7,6,18
1,55,16
1,49,35
5,23,38
1,48,16
9,2,39
5,67,33
9,32,14
5,25,25
3,61,19
5,65,27
2,38,19
8,65,34
6,51,24
4,16,33
1,52,29
2,77,37
4,72,32
2,26,19
8,62,17
9,27,17
8,23,17
2,79,27
3,85,34
6,18,29
5,78,13
7,87,17
3,43,25
1,43,36
1,11,35
6,3,35
8,2,15
9,39,38
4,80,13
4,54,22
6,55,11
2,87,33
7,1,31
2,38,28
7,11,23
4,24,30
9,67,33
3,50,13
4,78,39
2,43,39
4,75,30
8,34,18
7,56,26
8,12,22
9,31,19
3,29,29
5,23,16
2,30,12
5,29,37
8,73,37
8,61,16
3,83,21
3,2,24
9,37,29
8,87,22
5,10,23
8,7,25
9,67,10
1,45,33
1,71,11
2,89,26
7,26,15
5,7,35
8,87,18
3,71,28
3,34,26
3,46,34
1,49,31
7,71,26
5,1,11
3,80,12
3,69,32
5,73,37
1,23,32
6,46,19
9,5,38
6,67,10
5,59,17
3,19,17
6,70,31
3,37,16
8,61,37
8,49,36
4,41,19
4,81,31
4,4,13
6,66,15
6,13,27
8,8,18
5,63,39
6,16,20
5,4,11
2,33,11
1,35,35
7,56,36
4,54,15
1,16,25
7,27,12
6,54,31
9,6,30
3,30,20
5,69,27
6,1,30
7,55,19
3,27,14
8,16,39
5,74,33
7,28,14
5,50,22
3,74,35
9,32,39
9,73,38
5,81,36
1,7,28
9,18,39
1,31,15
5,9,34
2,3,10
5,45,35
3,65,39
7,4,25
3,63,35
4,65,26
2,2,12
6,74,32
2,5,20
9,61,31
6,2,31
7,6,27
5,42,28
8,14,19
2,36,22
9,10,28
7,67,32
3,32,38
2,88,35
9,75,31
3,27,29
2,62,27
3,76,22
3,62,11
9,4,35
8,26,26
5,77,29
4,84,15
4,3,21
2,32,25
9,1,38
6,23,37
4,18,17
9,40,10
8,86,28
6,34,17
9,61,15
1,44,28
1,80,23
5,43,27
2,53,34
3,15,30
6,56,10
5,31,16
1,58,22
9,11,11
1,71,15
2,84,21
1,70,22
1,46,24
1,1,16
6,12,16
8,31,22
5,27,33
9,35,37
6,22,22
1,17,16
1,86,10
2,31,20
4,61,39
9,61,22
7,54,12
9,47,17
5,68,30
3,38,13
2,50,22
1,10,12
7,40,37
9,39,32
2,38,16
8,63,24
8,83,11
8,26,25
9,43,17
1,20,11
3,65,39
7,40,30
4,56,11
6,39,13
4,33,21
2,33,38
7,87,12
9,6,22
7,25,20
8,81,29
1,20,15
5,60,23
1,4,11
4,79,32
7,8,39
5,58,15
6,50,30
8,66,36
2,49,35
8,28,16
4,59,21
3,50,30
2,56,27
9,58,13
1,87,19
2,6,39
1,9,17
3,81,39
1,8,13
1,68,15
8,84,29
6,45,12
5,9,18
1,70,19
6,30,39
6,27,24
4,44,33
1,16,21
8,27,33
2,27,27
7,60,11
8,23,36
3,1,32
2,1,10
2,10,19
8,64,24
5,71,14
3,68,17
7,14,28
7,20,38
2,76,22
4,86,17
2,19,36
8,50,19
9,85,22
3,57,21
5,32,11
5,21,33
4,74,37
9,62,12
1,41,36
8,37,11
6,59,22
3,57,12
8,87,12
7,54,21
1,9,37
9,88,16
1,12,19
1,47,24
3,55,37
8,6,39
9,48,23
8,20,28
2,88,34
4,68,38
7,82,27
6,79,21
1,72,14
1,7,28
7,5,11
8,88,29
1,10,12
8,1,10
1,18,35
8,34,24
1,18,30
7,81,28
6,85,32
1,16,17
4,12,32
7,34,35
9,78,20
3,25,25
6,3,29
3,62,17
8,15,34
9,16,39
6,72,36
5,67,27
8,39,34
3,59,36
3,7,21
3,60,25
7,49,14
4,21,25
8,60,11
3,70,31
5,58,17
6,37,22
5,54,38
5,4,30
5,67,16
1,53,18
2,44,16
9,16,15
9,1,26
9,3,25
7,82,33
9,80,25
2,19,11
1,80,14
4,60,21
4,48,30
1,55,23
7,63,20
9,70,14
2,9,13
3,17,32
2,9,27
1,60,18
7,1,33
5,36,19
3,51,19
6,66,11
3,8,28
7,79,37
1,6,25
9,19,22
2,75,23
9,62,34
5,53,14
2,78,31
8,31,33
9,10,14
3,51,18
1,1,13
7,37,23
1,54,18
5,61,15
4,86,37
3,51,17
8,27,36
1,54,17
9,31,28
8,22,29
8,52,20
5,83,29
9,3,37
4,4,36
8,27,23
1,67,28
7,16,11
6,29,20
4,51,30
6,5,24
8,69,39
3,44,12
1,10,21
5,35,21
1,44,34
8,11,15
2,26,39
7,75,30
8,19,30
5,40,27
2,6,21
6,75,12
9,63,39
1,62,15
6,59,12
4,10,33
8,22,14
4,70,28
5,28,18
3,40,16
